,id,lastVisitTime,title,url,visitCount,timeSpent,Internal_category,session,sim_val
193,458,7/4/2017 7:05:59 PM,Google Accounts,https://accounts.youtube.com/accounts/Logout2?hl=en&service=mail&ilo=1&ils=s.youtube%2Co.mail.google.com%2Co.notifications.google.com%2Cs.IN&ilc=0&continue=https%3A%2F%2Fmail.google.com%2Fmail&zx=115423535,1,9,Search,14,1.0
192,460,7/4/2017 7:05:59 PM,,https://www.google.com/accounts/Logout2?hl=en&service=mail&ilo=1&ils=o.mail.google.com%2Co.notifications.google.com%2Cs.IN&ilc=1&continue=https%3A%2F%2Fmail.google.com%2Fmail&zx=-1763895710,1,0,Search,14,1.0
191,461,7/4/2017 7:05:59 PM,,http://www.google.co.in/accounts/Logout2?hl=en&service=mail&ilo=1&ils=s.IN&ilc=2&continue=https%3A%2F%2Fmail.google.com%2Fmail&zx=-1008013479,1,0,Search,14,0.0505050505051
190,462,7/4/2017 7:22:22 PM,,https://accounts.google.com/signin/v2/sl/pwd?service=mail&passive=true&rm=false&continue=https%3A%2F%2Fmail.google.com%2Fmail%2F&ss=1&scc=1&ltmpl=default&ltmplcache=2&emr=1&osid=1&flowName=GlifWebSignIn&flowEntry=AddSession&cid=0&navigationDirection=forward,1,983,Search,14,1.0
189,481,7/10/2017 6:27:05 PM,to see - sachinprabhu199@gmail.com - Gmail,https://mail.google.com/mail/u/0/#inbox/15d12e5b9a9d3247,1,NA,Search,0,0.0358391608392
188,484,7/10/2017 6:28:00 PM,Download « Docear,http://www.docear.org/software/download/,1,55,General,13,0.0358391608392
187,480,7/10/2017 6:28:26 PM,Docear dataset download - sachinprabhu199@gmail.com - Gmail,https://mail.google.com/mail/u/0/#sent/15d18d234d9b76f0,2,26,Search,13,1.0
186,413,7/10/2017 6:29:34 PM,Sent Mail - sachinprabhu199@gmail.com - Gmail,https://mail.google.com/mail/u/0/#sent,7,68,Search,13,1.0
185,485,7/10/2017 6:29:36 PM,to see - sachinprabhu199@gmail.com - Gmail,https://mail.google.com/mail/u/0/#sent/15d12e5b9a9d3247,1,2,Search,13,0.0481927710843
184,489,7/10/2017 6:29:57 PM,Research paper recommender system evaluation,http://dl.acm.org/citation.cfm?id=2532512,1,21,General,13,0.0365853658537
183,491,7/10/2017 6:30:04 PM,,http://delivery.acm.org/10.1145/2470000/2467701/p153-sugiyama.pdf?ip=14.139.187.130&id=2467701&acc=ACTIVE%20SERVICE&key=045416EF4DDA69D9%2E8DD97CC74180EE26%2E4D4702B0C3E38B35%2E4D4702B0C3E38B35&CFID=958644276&CFTOKEN=69279727&__acm__=1499691850_7d01b62c8fa798625285b274c2774ab9,1,7,General,13,0.0
182,479,7/10/2017 7:34:28 PM,Docear dataset download - sachinprabhu199@gmail.com - Gmail,https://mail.google.com/mail/u/0/#inbox/15d18d234d9b76f0,2,NA,Search,0,0.121983914209
181,498,7/10/2017 7:36:16 PM,Dropbox - docear-datasets-mindmaps.rar,https://www.dropbox.com/s/0jcxcti2twgqy8t/docear-datasets-mindmaps.rar,1,108,General,12,0.996927803379
180,500,7/10/2017 7:36:32 PM,Dropbox - docear-papers.part01.rar,https://www.dropbox.com/s/oozqgqkhhsec590/docear-papers.part01.rar,1,16,General,12,0.0236625514403
179,501,7/10/2017 7:38:45 PM,Data & Knowledge Engineering - Data and Knowledge Engineering Group,http://www.findke.ovgu.de/,1,133,General,12,0.0236625514403
178,494,7/10/2017 7:39:51 PM,Dropbox - docear-datasets-recommendations.rar,https://www.dropbox.com/s/p3q2fxjqbkarm43/docear-datasets-recommendations.rar,2,66,General,12,0.998462720984
177,496,7/10/2017 7:40:05 PM,Dropbox - docear-datasets-users.rar,https://www.dropbox.com/s/zmxh4gv5tohzc9k/docear-datasets-users.rar,2,14,General,12,0.0155807365439
176,504,7/12/2017 6:17:00 PM,datasets for scholarly papers - Google Scholar,https://scholar.google.co.in/scholar?q=datasets+for+scholarly+papers&hl=en&as_sdt=0&as_vis=1&oi=scholart&sa=X&ved=0ahUKEwj1w7bg4YPVAhVLLY8KHYb3BLkQgQMINTAA,2,NA,Search,0,0.0
175,505,7/12/2017 6:17:02 PM,,https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwj1w7bg4YPVAhVLLY8KHYb3BLkQFgg8MAA&url=http%3A%2F%2Fwww.comp.nus.edu.sg%2F~sugiyama%2FSchPaperRecData.html&usg=AFQjCNGRj2wYikKat4A4MLvA-xwD17S0nA,1,2,Search,11,0.0
174,507,7/12/2017 6:17:03 PM,Datasets for Analysis & Download | data.world,https://data.world/?utm_source=google&utm_medium=cpc&utm_campaign=IN-Dataset&utm_term=datasets&utm_content=194298215885,1,1,Search,11,0.0926243567753
173,511,7/12/2017 6:34:48 PM,Dataset 2 for Scholarly Paper Recommendation,http://www.comp.nus.edu.sg/~sugiyama/Dataset2.html,1,1065,General,11,0.111111111111
172,512,7/12/2017 6:49:21 PM,datasets for scholarly papers - Google Scholar,"https://scholar.google.co.in/scholar?start=10&q=datasets+for+scholarly+papers&hl=en&as_sdt=0,5&as_vis=1",1,873,Search,11,0.908163265306
171,513,7/12/2017 6:50:02 PM,datasets for scholarly paper recommendations - Google Scholar,https://scholar.google.co.in/scholar?q=datasets+for+scholarly+paper+recommendations&btnG=&hl=en&as_sdt=0%2C5&as_vis=1&oq=datasets+for+scholarly+paper+recomm,2,41,Search,11,0.104838709677
170,487,7/12/2017 6:50:05 PM,Exploiting potential citation papers in scholarly paper recommendation,http://dl.acm.org/citation.cfm?id=2467701,3,3,General,11,0.110169491525
169,515,7/12/2017 6:50:49 PM,datasets for scholarly paper recommenders - Google Scholar,https://scholar.google.co.in/scholar?q=datasets+for+scholarly+paper+recommenders&btnG=&hl=en&as_sdt=0%2C5&as_vis=1,1,44,Search,11,0.110169491525
168,516,7/12/2017 6:51:00 PM,Dataset-driven research for improving recommender systems for learning,http://dl.acm.org/citation.cfm?id=2090122,1,11,General,11,1.0
167,517,7/12/2017 6:51:35 PM,A comparative analysis of offline and online evaluations and discussion of res,http://dl.acm.org/citation.cfm?id=2532511,1,35,General,11,0.0365853658537
166,519,7/12/2017 6:52:07 PM,,http://delivery.acm.org/10.1145/2470000/2467701/p153-sugiyama.pdf?ip=14.139.187.130&id=2467701&acc=ACTIVE%20SERVICE&key=045416EF4DDA69D9%2E8DD97CC74180EE26%2E4D4702B0C3E38B35%2E4D4702B0C3E38B35&CFID=784797565&CFTOKEN=41036537&__acm__=1499865974_286433830c9da409d79f293351437853,1,32,General,11,0.857142857143
165,521,7/12/2017 6:52:14 PM,,http://delivery.acm.org/10.1145/2100000/2090122/p44-verbert.pdf?ip=14.139.187.130&id=2090122&acc=ACTIVE%20SERVICE&key=045416EF4DDA69D9%2E8DD97CC74180EE26%2E4D4702B0C3E38B35%2E4D4702B0C3E38B35&CFID=784797565&CFTOKEN=41036537&__acm__=1499865981_7e73cdd5987e2010af88169e1b49f19a,1,7,General,11,0.8
164,523,7/12/2017 6:52:19 PM,,http://delivery.acm.org/10.1145/2540000/2532511/p7-beel.pdf?ip=14.139.187.130&id=2532511&acc=ACTIVE%20SERVICE&key=045416EF4DDA69D9%2E8DD97CC74180EE26%2E4D4702B0C3E38B35%2E4D4702B0C3E38B35&CFID=784797565&CFTOKEN=41036537&__acm__=1499865986_abd1d94fb085c488e4cc17a2a35791e4,1,5,General,11,0.0147783251232
163,525,7/12/2017 6:57:12 PM,A Recommendation System Based on Hierarchical Clustering of an Article-Level Citation Network - IEEE Xplore Document,http://ieeexplore.ieee.org/document/7442097/#full-text-section,1,293,General,11,0.071129707113
162,526,7/12/2017 7:02:56 PM,scholarly paper recommendation dataset - Google Scholar,https://scholar.google.co.in/scholar?q=scholarly+paper+recommendation+dataset&btnG=&hl=en&as_sdt=0%2C5&as_vis=1,1,NA,Search,0,0.183774834437
161,502,7/12/2017 7:05:35 PM,datasets for scholary papers - Google Search,https://www.google.co.in/search?q=datasets+for+scholary+papers&oq=datasets+for+scholary+papers&aqs=chrome..69i57.13848j0j7&sourceid=chrome&ie=UTF-8,3,159,Search,10,0.187229437229
160,509,7/12/2017 7:05:37 PM,Dataset 2 for Scholarly Paper Recommendation,https://www.comp.nus.edu.sg/~sugiyama/Dataset2.html,2,2,General,10,0.0076726342711
159,528,7/12/2017 7:05:46 PM,Google Accounts,https://accounts.youtube.com/accounts/Logout2?hl=en&service=mail&ilo=1&ils=s.youtube%2Cdoritos%2Co.mail.google.com%2Co.notifications.google.com%2Cs.IN&ilc=0&continue=https%3A%2F%2Fmail.google.com%2Fmail&zx=-684066442,1,9,Search,10,1.0
158,530,7/12/2017 7:05:46 PM,,https://www.google.com/accounts/Logout2?hl=en&service=mail&ilo=1&ils=doritos%2Co.mail.google.com%2Co.notifications.google.com%2Cs.IN&ilc=1&continue=https%3A%2F%2Fmail.google.com%2Fmail&zx=1724558332,1,0,Search,10,1.0
157,531,7/12/2017 7:05:46 PM,,http://www.google.co.in/accounts/Logout2?hl=en&service=mail&ilo=1&ils=s.IN&ilc=2&continue=https%3A%2F%2Fmail.google.com%2Fmail&zx=-1170846235,1,0,Search,10,0.104166666667
156,532,7/12/2017 7:08:53 PM,TEL datasets - Google Scholar,https://scholar.google.co.in/scholar?q=TEL+datasets&btnG=&hl=en&as_sdt=0%2C5&as_vis=1,1,187,Search,10,-1.0
155,533,7/12/2017 7:13:05 PM,Scholarly Paper Recommendation Dataset,file:///home/ir/Documents/SCHO_data/20100825-SchPaperRecData/Doc/index.html,2,252,Local,10,-1.0
154,510,7/12/2017 7:13:48 PM,Dataset1 for Scholarly Paper Recommendation,http://www.comp.nus.edu.sg/~sugiyama/Dataset1.html,3,43,General,10,0.15574650913
153,534,7/12/2017 7:17:21 PM,feature vector extraction - Google Search,https://www.google.co.in/search?q=feature+vector+extraction&oq=feature+vector&aqs=chrome.2.69i57j0l5.8055j0j7&sourceid=chrome&ie=UTF-8,1,213,Search,10,0.517488789238
152,535,7/12/2017 7:17:47 PM,feature vector in document - Google Search,https://www.google.co.in/search?q=feature+vector+extraction&oq=feature+vector&aqs=chrome.2.69i57j0l5.8055j0j7&sourceid=chrome&ie=UTF-8#q=feature+vector+in+document,1,26,Search,10,0.491103202847
151,536,7/12/2017 7:18:06 PM,what is feature vector in document - Google Search,https://www.google.co.in/search?q=feature+vector+extraction&oq=feature+vector&aqs=chrome.2.69i57j0l5.8055j0j7&sourceid=chrome&ie=UTF-8#q=what+is+feature+vector+in+document,1,19,Search,10,0.50656167979
150,537,7/12/2017 7:23:40 PM,paper citation meaning - Google Search,https://www.google.co.in/search?q=paper+citation+meaning&oq=citation+paper+meanin&aqs=chrome.1.69i57j0l2.10855j0j9&sourceid=chrome&ie=UTF-8,1,334,Search,10,0.582089552239
149,538,7/12/2017 7:24:06 PM,reference paper meaning - Google Search,https://www.google.co.in/search?q=paper+citation+meaning&oq=citation+paper+meanin&aqs=chrome.1.69i57j0l2.10855j0j9&sourceid=chrome&ie=UTF-8#q=reference+paper+meaning,1,26,Search,10,0.136563876652
148,539,7/12/2017 7:26:51 PM,Google Chrome Help,https://support.google.com/chrome/?p=help&ctx=keyboard,1,165,Search,10,1.0
147,540,7/12/2017 7:26:53 PM,,https://support.google.com/chrome/?p=help&ctx=keyboard#topic=7438008,1,2,Search,10,0.107011070111
146,541,7/12/2017 7:27:35 PM,,http://ieeexplore.ieee.org/abstract/document/4061472/citations,1,42,General,10,0.108496732026
145,542,7/12/2017 7:28:38 PM,citations to an article meaning - Google Search,https://www.google.co.in/search?q=paper+citation+meaning&oq=citation+paper+meanin&aqs=chrome.1.69i57j0l2.10855j0j9&sourceid=chrome&ie=UTF-8#q=citations+to+an+article+meaning,1,63,Search,10,0.0618556701031
144,543,7/12/2017 7:29:37 PM,Babel,http://babel.eigenfactor.org/,1,59,General,10,0.061433447099
143,544,7/12/2017 7:29:52 PM,,http://ieeexplore.ieee.org/abstract/document/4061472/figures,1,15,General,10,1.0
142,524,7/12/2017 7:30:26 PM,Research Paper Recommender Systems: A Random-Walk Based Approach - IEEE Xplore Document,http://ieeexplore.ieee.org/abstract/document/4061472/,2,34,General,10,0.116182572614
141,545,7/12/2017 7:30:41 PM,dataset from acm portal - Google Search,https://www.google.co.in/search?q=dataset+from+acm+portal&oq=dataset+from+acm+portal&aqs=chrome..69i57.7068j0j7&sourceid=chrome&ie=UTF-8,1,15,Search,10,0.0
140,550,7/12/2017 7:33:45 PM,PLOS | Public Library of Science,https://www.plos.org/,2,184,General,10,0.0
139,273,7/13/2017 6:36:50 PM,Gmail,https://accounts.google.com/ServiceLogin?service=mail&passive=true&rm=false&continue=https://mail.google.com/mail/&ss=1&scc=1&ltmpl=default&ltmplcache=2&emr=1&osid=1#,15,NA,Search,0,1.0
138,330,7/13/2017 6:36:50 PM,,https://accounts.google.com/signin/v2/sl/pwd?service=mail&passive=true&rm=false&continue=https%3A%2F%2Fmail.google.com%2Fmail%2F&ss=1&scc=1&ltmpl=default&ltmplcache=2&emr=1&osid=1&flowName=GlifWebSignIn&flowEntry=ServiceLogin,2,0,Search,9,1.0
137,442,7/13/2017 6:37:18 PM,,https://accounts.google.com/ServiceLogin/signinchooser?service=mail&passive=true&rm=false&continue=https%3A%2F%2Fmail.google.com%2Fmail%2F&ss=1&scc=1&ltmpl=default&ltmplcache=2&emr=1&osid=1&flowName=GlifWebSignIn&flowEntry=ServiceLogin,5,28,Search,9,1.0
136,443,7/13/2017 6:37:20 PM,,https://accounts.google.com/ServiceLogin/signinchooser?service=mail&passive=true&rm=false&continue=https%3A%2F%2Fmail.google.com%2Fmail%2F&ss=1&scc=1&ltmpl=default&ltmplcache=2&emr=1&osid=1&flowName=GlifWebSignIn&flowEntry=AddSession,3,2,Search,9,1.0
135,444,7/13/2017 6:37:20 PM,,https://accounts.google.com/ServiceLogin/identifier?service=mail&passive=true&rm=false&continue=https%3A%2F%2Fmail.google.com%2Fmail%2F&ss=1&scc=1&ltmpl=default&ltmplcache=2&emr=1&osid=1&flowName=GlifWebSignIn&flowEntry=AddSession,2,0,Search,9,1.0
134,445,7/13/2017 6:37:30 PM,,https://accounts.google.com/signin/v2/sl/pwd?service=mail&passive=true&rm=false&continue=https%3A%2F%2Fmail.google.com%2Fmail%2F&ss=1&scc=1&ltmpl=default&ltmplcache=2&emr=1&osid=1&flowName=GlifWebSignIn&flowEntry=AddSession&cid=1&navigationDirection=forward,2,10,Search,9,1.0
133,62,9/24/2017 1:27:09 PM,"Inbox (1,080) - sachinprabhu199@gmail.com - Gmail",https://mail.google.com/mail/u/0/#inbox,14,NA,Search,0,1.0
132,558,7/13/2017 6:38:07 PM,citeseer - sachinprabhu199@gmail.com - Gmail,https://mail.google.com/mail/u/0/#inbox/15d373c526efea2a,1,NA,Search,0,0.0
131,560,7/13/2017 6:38:24 PM,,https://www.cse.unt.edu/~ccaragea/papers/ecir14.pdf,1,17,General,7,0.030549898167
130,561,7/13/2017 6:38:35 PM,OAS,http://open.semanticscholar.org/,1,11,General,7,0.315457413249
129,563,7/13/2017 6:39:28 PM,Semantic Scholar,https://www.semanticscholar.org/,2,53,General,7,0.093567251462
128,564,7/13/2017 6:39:42 PM,,https://www.semanticscholar.org/search?q=semantic%20scholar&sort=relevance&ae=true,1,14,General,7,1.0
127,565,7/13/2017 6:39:43 PM,semantic scholar - Semantic Scholar,https://www.semanticscholar.org/search?q=semantic%20scholar&sort=relevance&ae=false,1,1,General,7,0.933333333333
126,566,7/13/2017 6:39:51 PM,,https://www.semanticscholar.org/search?q=semantic%20scholar%20dataset&sort=relevance&ae=true,1,8,General,7,1.0
125,567,7/13/2017 6:39:52 PM,semantic scholar dataset - Semantic Scholar,https://www.semanticscholar.org/search?q=semantic%20scholar%20dataset&sort=relevance&ae=false,1,1,General,7,1.0
124,568,7/13/2017 6:39:59 PM,,https://www.semanticscholar.org/search?q=semantic%20scholar%20dataset&sort=relevance&ae=false&pdf=true,1,7,General,7,0.823529411765
123,569,7/13/2017 6:40:57 PM,,https://www.semanticscholar.org/search?q=dataset%20for%20scholarly%20paper%20recommendation&sort=relevance&ae=true,1,58,General,7,1.0
122,570,7/13/2017 6:40:59 PM,dataset for scholarly paper recommendation - Semantic Scholar,https://www.semanticscholar.org/search?q=dataset%20for%20scholarly%20paper%20recommendation&sort=relevance&ae=false,1,2,General,7,0.888888888889
121,571,7/13/2017 6:41:29 PM,,https://www.semanticscholar.org/search?q=dataset%20for%20research%20paper%20recommendation&sort=relevance&ae=true,1,30,General,7,1.0
120,572,7/13/2017 6:41:32 PM,dataset for research paper recommendation - Semantic Scholar,https://www.semanticscholar.org/search?q=dataset%20for%20research%20paper%20recommendation&sort=relevance&ae=false,1,3,General,7,0.0647181628392
119,573,7/13/2017 6:41:48 PM,,http://open.semanticscholar.org/#resources,1,16,General,7,0.0147368421053
118,574,7/13/2017 6:42:01 PM,Citeomatic: Machine Assisted Literature Review,http://labs.semanticscholar.org/citeomatic/,1,13,General,7,0.0123456790123
117,575,7/13/2017 6:42:15 PM,Eigenfactor: Revealing the Structure of Science,http://eigenfactor.org/,2,14,General,7,0.339115351258
116,576,7/13/2017 6:42:39 PM,Eigenfactor: Publications,http://eigenfactor.org/papers.php,1,24,General,7,0.257668711656
115,577,7/13/2017 6:44:20 PM,citeseerx - Google Search,https://www.google.co.in/search?q=citeseerx&oq=citeseerx&aqs=chrome..69i57j0l5.2149j0j4&sourceid=chrome&ie=UTF-8,1,101,Search,7,0.0422764227642
114,579,7/13/2017 6:44:26 PM,,http://citeseerx.ist.psu.edu/index;jsessionid=713941321382196D775235720506076A,1,6,General,7,0.657718120805
113,582,7/13/2017 6:45:54 PM,CiteSeerX — Introduction to Machine Learning,http://citeseerx.ist.psu.edu/viewdoc/citations?doi=10.1.1.703.9556,1,88,General,7,0.947619047619
112,581,7/13/2017 6:45:57 PM,CiteSeerX — Introduction to Machine Learning,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.703.9556&rank=7,2,3,General,7,0.317733990148
111,580,7/13/2017 6:45:59 PM,CiteSeerX — Search Results — machine learning,http://citeseerx.ist.psu.edu/search?q=machine+learning&submit.x=0&submit.y=0&submit=Search&sort=rlv&t=doc,2,2,General,7,0.427193828351
110,583,7/13/2017 6:46:02 PM,CiteSeerX — Machine Learning in Automated Text Categorization,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.17.6513&rank=4,1,3,General,7,0.25
109,584,7/13/2017 6:46:14 PM,CiteSeerX — Metadata Cart,http://citeseerx.ist.psu.edu/metacart,1,12,General,7,0.0531496062992
108,508,7/13/2017 7:00:22 PM,Scholarly Paper Recommendation Datasets,http://www.comp.nus.edu.sg/~sugiyama/SchPaperRecData.html,5,NA,General,0,0.0825242718447
107,546,7/13/2017 7:00:22 PM,,http://dl.acm.org/,1,0,General,6,0.151832460733
106,547,7/13/2017 7:00:22 PM,Babel - About,http://babel.eigenfactor.org/about.html,1,0,General,6,0.0673499267936
105,548,7/13/2017 7:00:22 PM,JSTOR,http://www.jstor.org/,1,0,General,6,0.152727272727
104,514,7/13/2017 7:00:22 PM,A Recommendation System Based on Hierarchical Clustering of an Article-Level Citation Network - IEEE Xplore Document,http://ieeexplore.ieee.org/abstract/document/7442097/,2,0,General,6,0.208333333333
103,553,7/13/2017 7:00:24 PM,PLOS Collections: Article collections published by the Public Library of Science,http://collections.plos.org/10yr-datasets,1,2,General,6,0.0
102,551,7/13/2017 7:00:24 PM,https://www.plos.org/search?q=dataset,https://www.plos.org/search?q=dataset,4,0,General,6,0.0
101,585,7/13/2017 7:00:32 PM,google scholar - Google Search,https://www.google.co.in/search?q=google+scholar&oq=goog&aqs=chrome.2.69i60l2j0l2j69i60l2.53942j0j7&sourceid=chrome&ie=UTF-8,1,8,Search,6,0.509606587374
100,586,7/13/2017 7:00:41 PM,citeseerx - Google Search,https://www.google.co.in/search?q=citeseerx&oq=cite&aqs=chrome.0.69i59j69i57j69i60j0l2j69i60.1063j0j7&sourceid=chrome&ie=UTF-8,1,9,Search,6,0.0411184210526
99,587,7/13/2017 7:00:43 PM,CiteSeerX,http://citeseerx.ist.psu.edu/index,1,2,General,6,0.0358306188925
98,588,7/13/2017 7:00:50 PM,citation graph - Google Search,https://www.google.co.in/search?q=citation+graph&oq=citaion+gra&aqs=chrome.1.69i57j0l5.4574j0j7&sourceid=chrome&ie=UTF-8,1,7,Search,6,0.531165311653
97,589,7/13/2017 7:01:00 PM,citeseer citation graph - Google Search,https://www.google.co.in/search?q=citation+graph&oq=citaion+gra&aqs=chrome.1.69i57j0l5.4574j0j7&sourceid=chrome&ie=UTF-8#q=citeseer+citation+graph,1,10,Search,6,0.136246786632
96,590,7/13/2017 7:01:26 PM,CiteSeerX — Search Results — citeseerx,http://citeseerx.ist.psu.edu/search?q=citeseerx&submit.x=0&submit.y=0&submit=Search&sort=rlv&t=doc,1,26,General,6,0.320103537532
95,591,7/13/2017 7:01:42 PM,CiteSeerX — Conceptual Recommender System for CiteSeerX,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.1033.774&rank=2,1,16,General,6,0.455337690632
94,592,7/13/2017 7:01:49 PM,CiteSeerX — CiteSeerX - a scalable autonomous scientific digital library,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.89.5484&rank=3,1,7,General,6,0.453608247423
93,593,7/13/2017 7:02:00 PM,CiteSeerX — Big Scholarly Data in CiteSeerX: Information Extraction from the Web,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.735.7434&rank=4,1,11,General,6,0.511061946903
92,594,7/13/2017 7:02:04 PM,CiteSeerX — CiteSeerX: an Architecture and Web Service Design for an Academic Document Search Engine,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.80.1086&rank=6,1,4,General,6,0.0418313121679
91,595,7/13/2017 7:02:25 PM,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1033.774&rep=rep1&type=pdf,1,21,General,6,0.917084796789
90,596,7/13/2017 7:03:01 PM,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.89.5484&rep=rep1&type=pdf,1,36,General,6,0.916104639281
89,598,7/13/2017 7:03:39 PM,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.80.1086&rep=rep1&type=pdf,1,38,General,6,0.73497833867
88,599,7/13/2017 7:04:04 PM,,https://www.google.co.in/search?q=citation+graph&oq=citaion+gra&aqs=chrome.1.69i57j0l5.4574j0j7&sourceid=chrome&ie=UTF-8#q=citeseerx,1,25,Search,6,0.181063122924
87,600,7/13/2017 7:04:14 PM,citeseer dataset - Google Scholar,https://scholar.google.co.in/scholar?hl=en&q=citeseer+dataset&btnG=,1,10,Search,6,0.938271604938
86,601,7/13/2017 7:04:20 PM,citeseer dataset - Google Scholar,"https://scholar.google.co.in/scholar?as_vis=1&q=citeseer+dataset&hl=en&as_sdt=0,5",1,6,Search,6,0.0743801652893
85,603,7/13/2017 7:04:40 PM,Large Dataset for Keyphrases Extraction Unitn Eprints Research,http://eprints.biblio.unitn.it/1671/,1,20,General,6,0.0737704918033
84,602,7/13/2017 7:05:08 PM,citeseerx dataset - Google Scholar,https://scholar.google.co.in/scholar?q=citeseerx+dataset&btnG=&hl=en&as_sdt=0%2C5&as_vis=1,2,28,Search,6,0.0528942115768
