"id","lastVisitTimeLocal","lastVisitTimeUTC","title","url","typedCount","visitCount",""[]"_id","<ROOT>_id"
924,"12/18/2017, 10:59:29 AM","12/18/2017 5:29:29 AM","WSDM - KKBox's Music Recommendation Challenge | Kaggle","https://www.kaggle.com/c/kkbox-music-recommendation-challenge",0,2,3000016,2000001
925,"12/18/2017, 10:59:06 AM","12/18/2017 5:29:06 AM","","https://www.kaggle.com/c/kkbox-music-recommendation-challenge/kernels",0,2,3000017,2000001
929,"12/18/2017, 10:57:39 AM","12/18/2017 5:27:39 AM","Sudhir Kumar | Kaggle","https://www.kaggle.com/sudhirnl7",0,2,3000018,2000001
928,"12/18/2017, 10:57:26 AM","12/18/2017 5:27:26 AM","","https://www.kaggle.com/sudhirnl7/lgbm-try/code",0,1,3000019,2000001
927,"12/18/2017, 10:57:23 AM","12/18/2017 5:27:23 AM","","https://www.kaggle.com/sudhirnl7/lgbm-try/output",0,1,3000020,2000001
926,"12/18/2017, 10:57:12 AM","12/18/2017 5:27:12 AM","LGBM try | Kaggle","https://www.kaggle.com/sudhirnl7/lgbm-try",0,1,3000021,2000001
923,"12/18/2017, 10:54:09 AM","12/18/2017 5:24:09 AM","https://getpocket.com/a/queue/","https://getpocket.com/a/queue/",0,1,3000022,2000001
922,"12/18/2017, 10:54:04 AM","12/18/2017 5:24:04 AM","Pocket","https://getpocket.com/a/",0,1,3000023,2000001
920,"12/18/2017, 10:54:03 AM","12/18/2017 5:24:03 AM","","https://apis.google.com/_/history/otaappinstalldone?clientId=173409440056-oek12ddu7d36lbnpquv9dr8rs6ijcer0.apps.googleusercontent.com&appId=com.ideashower.readitlater.pro&projectId=173409440056&outcome=redirect&reason=app_already_installed",0,1,3000024,2000001
915,"12/18/2017, 10:53:56 AM","12/18/2017 5:23:56 AM","","https://accounts.google.com/signin/oauth/oauthchooseaccount?client_id=173409440056-oek12ddu7d36lbnpquv9dr8rs6ijcer0.apps.googleusercontent.com&as=-7a20914285ab562a&destination=https%3A%2F%2Fgetpocket.com&approval_state=!ChR0YUVhQ3U5MVU5aFByOHJWSXpIURIfVTNzQnZVUmgyMmthVU9xWmlfQjdtUi0wTWtHQkJoWQ%E2%88%99ACThZt4AAAAAWjiiamiuyfsB0Gpj-_-B73yj73-Um2SR&xsrfsig=AHgIfE8A1s28p11WbI1PDhHRPdb6YDTaag&flowName=GeneralOAuthFlow",0,1,3000025,2000001
913,"12/18/2017, 10:53:53 AM","12/18/2017 5:23:53 AM","Forwarding ...","https://accounts.google.com/o/oauth2/auth?client_id=173409440056-oek12ddu7d36lbnpquv9dr8rs6ijcer0.apps.googleusercontent.com&redirect_uri=postmessage&response_type=code%20token%20id_token%20gsession&scope=profile%20email&approval_prompt=force&after_redirect=keep_open&cookie_policy=single_host_origin&include_granted_scopes=true&proxy=oauth2relay398420506&origin=https%3A%2F%2Fgetpocket.com&gsiwebsdk=1&state=762179866%7C0.3152779739&&jsh=m%3B%2F_%2Fscs%2Fapps-static%2F_%2Fjs%2Fk%3Doz.gapi.en.0P6-ijQOZug.O%2Fm%3D__features__%2Fam%3DAQ%2Frt%3Dj%2Fd%3D1%2Frs%3DAGLTcCNOIDPI_-0LAeunKAuqEtBFUVaRkQ",0,1,3000026,2000001
912,"12/18/2017, 10:53:48 AM","12/18/2017 5:23:48 AM","Pocket: Log In","https://getpocket.com/login/?ep=1/login/?ep=1",0,1,3000027,2000001
911,"12/18/2017, 10:53:38 AM","12/18/2017 5:23:38 AM","","https://getpocket.com/",0,1,3000028,2000001
910,"12/18/2017, 10:53:34 AM","12/18/2017 5:23:34 AM","pocket - Google Search","https://www.google.co.in/search?q=pocket&oq=pocket&aqs=chrome..69i57j0l5.1084j0j7&sourceid=chrome&ie=UTF-8",0,1,3000029,2000001
908,"12/18/2017, 10:53:22 AM","12/18/2017 5:23:22 AM","Kaggle: Your Home for Data Science","https://www.kaggle.com/#",0,2,3000030,2000001
909,"12/18/2017, 10:53:05 AM","12/18/2017 5:23:05 AM","Movie Mania - Exploring the Movie Database!!!! | Kaggle","https://www.kaggle.com/gsdeepakkumar/movie-mania-exploring-the-movie-database",0,1,3000031,2000001
902,"12/18/2017, 10:51:54 AM","12/18/2017 5:21:54 AM","kaggle - Google Search","https://www.google.co.in/search?q=kaggle&oq=kaggle&aqs=chrome.0.0j69i60j69i65l2j69i60j0.2966j0j7&sourceid=chrome&ie=UTF-8",0,1,3000032,2000001
57,"12/18/2017, 10:51:44 AM","12/18/2017 5:21:44 AM","The Verge","https://www.theverge.com/",0,33,3000033,2000001
198,"12/18/2017, 10:43:25 AM","12/18/2017 5:13:25 AM","04 Indicators: Bollinger Bands - YouTube","https://www.youtube.com/watch?v=Zp-NlCrNL-o",0,6,3000034,2000001
197,"12/18/2017, 10:42:32 AM","12/18/2017 5:12:32 AM","bollinger bands - YouTube","https://www.youtube.com/results?search_query=bollinger+bands+",0,2,3000035,2000001
106,"12/18/2017, 10:42:32 AM","12/18/2017 5:12:32 AM","YouTube","https://www.youtube.com/",0,16,3000036,2000001
461,"12/18/2017, 10:32:37 AM","12/18/2017 5:02:37 AM","Jupyter Notebook","http://localhost:8888/notebooks/ED(3.csv).ipynb",0,9,3000037,2000001
101,"12/18/2017, 10:32:30 AM","12/18/2017 5:02:30 AM","Home","http://localhost:8888/tree",0,16,3000038,2000001
460,"12/18/2017, 10:32:30 AM","12/18/2017 5:02:30 AM","Home","http://localhost:8888/login?next=%2Ftree",0,10,3000039,2000001
901,"12/18/2017, 12:00:35 AM","12/17/2017 6:30:35 PM","www.theverge.com","https://www.theverge.com/transportation/2017/12/17/16781060/mclaren-senna-supercar-photos-cars",0,2,3000040,2000001
900,"12/18/2017, 12:00:27 AM","12/17/2017 6:30:27 PM","www.theverge.com","https://www.theverge.com/2017/12/16/16785190/youtube-took-down-fcc-chairman-ajit-pai-mad-decent-harlem-shake",0,2,3000041,2000001
896,"12/18/2017, 12:00:03 AM","12/17/2017 6:30:03 PM","","https://docs.google.com/document/u/0/",0,2,3000042,2000001
895,"12/18/2017, 12:00:02 AM","12/17/2017 6:30:02 PM","Google Docs","https://docs.google.com/document/u/0/?usp=direct_url",0,2,3000043,2000001
899,"12/17/2017, 11:59:27 PM","12/17/2017 6:29:27 PM","","https://docs.google.com/document/d/1BW-VWk4z79T5H5RdhMfIedzFkmEgO2jaXmP4VWZXNfk/edit",0,49,3000044,2000001
718,"12/17/2017, 11:55:12 PM","12/17/2017 6:25:12 PM","Bollinger Bands in Pandas | plotly","https://plot.ly/pandas/bollinger-bands/",0,2,3000045,2000001
185,"12/17/2017, 8:37:17 PM","12/17/2017 3:07:17 PM","Instagram","https://www.instagram.com/explore/",1,21,3000046,2000001
893,"12/17/2017, 3:59:22 PM","12/17/2017 10:29:22 AM","Sharing via WiFi","http://192.168.43.118/",2,2,3000047,2000001
731,"12/17/2017, 12:32:50 AM","12/16/2017 7:02:50 PM","Facebook","https://m.facebook.com/?_rdr",0,6,3000048,2000001
890,"12/17/2017, 12:05:50 AM","12/16/2017 6:35:50 PM","Web Site Blocked","http://www.baltana.com/files/wallpapers-5/Camila-Cabello-HD-Wallpapers-14976.jpg",0,1,3000049,2000001
889,"12/17/2017, 12:05:50 AM","12/16/2017 6:35:50 PM","","https://www.google.co.in/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjykbWRlo_YAhWHPI8KHWcqCIQQjBwIBA&url=http%3A%2F%2Fwww.baltana.com%2Ffiles%2Fwallpapers-5%2FCamila-Cabello-HD-Wallpapers-14976.jpg&psig=AOvVaw3pHvJ6qlaHE6FIB-ruYJcO&ust=1513535728579195",0,1,3000050,2000001
887,"12/17/2017, 12:05:36 AM","12/16/2017 6:35:36 PM","","https://www.google.co.in/search?biw=1920&bih=942&tbm=isch&sa=1&ei=Z2c1WvvnPJjcvQSXo57YDg&q=camila+cabello+wallpaper&oq=camila+cabello+wallpaper&gs_l=psy-ab.3..0l10.3450.6624.0.7096.12.10.0.0.0.0.337.1313.3j6j0j1.10.0....0...1c.1.64.psy-ab..5.7.1059...0i67k1.0.mhuFcOMad-M#imgrc=aHQ1zfU8jZUkEM:",0,2,3000051,2000001
888,"12/17/2017, 12:05:35 AM","12/16/2017 6:35:35 PM","","https://www.google.co.in/search?biw=1920&bih=942&tbm=isch&sa=1&ei=Z2c1WvvnPJjcvQSXo57YDg&q=camila+cabello+wallpaper&oq=camila+cabello+wallpaper&gs_l=psy-ab.3..0l10.3450.6624.0.7096.12.10.0.0.0.0.337.1313.3j6j0j1.10.0....0...1c.1.64.psy-ab..5.7.1059...0i67k1.0.mhuFcOMad-M#imgrc=_",0,1,3000052,2000001
886,"12/17/2017, 12:05:27 AM","12/16/2017 6:35:27 PM","camila cabello wallpaper - Google Search","https://www.google.co.in/search?biw=1920&bih=942&tbm=isch&sa=1&ei=Z2c1WvvnPJjcvQSXo57YDg&q=camila+cabello+wallpaper&oq=camila+cabello+wallpaper&gs_l=psy-ab.3..0l10.3450.6624.0.7096.12.10.0.0.0.0.337.1313.3j6j0j1.10.0....0...1c.1.64.psy-ab..5.7.1059...0i67k1.0.mhuFcOMad-M",0,1,3000053,2000001
885,"12/17/2017, 12:05:19 AM","12/16/2017 6:35:19 PM","camila cabello - Google Search","https://www.google.co.in/search?q=camila+cabello&tbm=isch&source=lnms&sa=X&ved=0ahUKEwiNkp2Ilo_YAhXJQI8KHSj7C-8Q_AUIDCgD&biw=1920&bih=942&dpr=1",0,1,3000054,2000001
884,"12/17/2017, 12:05:17 AM","12/16/2017 6:35:17 PM","camila cabello - Google Search","https://www.google.co.in/search?q=camila+cabello&source=lnms&tbm=nws&sa=X&ved=0ahUKEwivl9mGlo_YAhWBpY8KHWv2CSMQ_AUICigB&biw=1920&bih=942",0,1,3000055,2000001
883,"12/17/2017, 12:05:14 AM","12/16/2017 6:35:14 PM","camila cabello - Google Search","https://www.google.co.in/search?ei=WWc1Wp_MLJOcvQTj3quIBg&q=camila+cabello+&oq=camila+cabello+&gs_l=psy-ab.3..0i131i67k1j0i67k1l4j0i131k1j0l4.4208.7819.0.8232.10.8.2.0.0.0.352.1329.0j5j1j1.7.0....0...1c.1.64.psy-ab..1.9.1401...35i39k1j0i10k1.0.CruwHqMPlrc",0,1,3000056,2000001
882,"12/17/2017, 12:05:04 AM","12/16/2017 6:35:04 PM","never be the same - Google Search","https://www.google.co.in/search?ei=UWc1WrbBNIqAvQTBgZj4BA&q=never+be+the+same&oq=never+be+the+same&gs_l=psy-ab.3..0i131i67k1l2j0i67k1l2j0l6.5592.5768.0.6097.3.3.0.0.0.0.178.178.0j1.1.0....0...1c.1.64.psy-ab..2.1.177....0.7j8IiadXEo8",0,1,3000057,2000001
881,"12/17/2017, 12:04:56 AM","12/16/2017 6:34:56 PM","never the same - Google Search","https://www.google.co.in/search?q=never+the+same&oq=never+the+same&aqs=chrome..69i57j0l5.2381j0j7&sourceid=chrome&ie=UTF-8",0,1,3000058,2000001
68,"12/16/2017, 11:48:59 PM","12/16/2017 6:18:59 PM","Sreeram Ganesan","https://www.facebook.com/sree.ram.90410",0,16,3000059,2000001
880,"12/16/2017, 11:47:33 PM","12/16/2017 6:17:33 PM","On this Day","https://www.facebook.com/onthisday/?source=notification&notif_id=1513400159433873&notif_t=onthisday",0,1,3000060,2000001
54,"12/17/2017, 12:16:09 AM","12/16/2017 6:46:09 PM","Facebook","https://www.facebook.com/",6,35,3000061,2000001
879,"12/16/2017, 11:32:00 PM","12/16/2017 6:02:00 PM","bollinger bands plotly - Google Search","https://www.google.co.in/search?q=bollinger+bands+plotly&oq=bollinger+bands+plotly&aqs=chrome.0.69i59j69i60.6802j0j7&sourceid=chrome&ie=UTF-8",0,1,3000062,2000001
878,"12/16/2017, 10:53:29 PM","12/16/2017 5:23:29 PM","T-Hub | About Us","https://www.t-hub.co/about/",0,1,3000063,2000001
876,"12/16/2017, 10:53:19 PM","12/16/2017 5:23:19 PM","Zoho Forms","https://forms.zohopublic.com/THub/form/THubIncubationProgramApplicationForm/formperma/_72ab2901898B2J9h2eKJ9117",0,1,3000064,2000001
875,"12/16/2017, 10:52:51 PM","12/16/2017 5:22:51 PM","T-Hub Newsletter Database","https://t-hub.us13.list-manage.com/subscribe/post?u=c2e1b01138a57f88c335c822a&id=7135f121a7",0,1,3000065,2000001
874,"12/16/2017, 10:52:04 PM","12/16/2017 5:22:04 PM","T-Hub | India's Fastest Growing Startup Engine","https://www.t-hub.co/",0,1,3000066,2000001
873,"12/16/2017, 10:52:01 PM","12/16/2017 5:22:01 PM","thub - Google Search","https://www.google.co.in/search?q=thub&oq=thub&aqs=chrome..69i57j0l5.2919j0j7&sourceid=chrome&ie=UTF-8",0,1,3000067,2000001
871,"12/16/2017, 10:51:19 PM","12/16/2017 5:21:19 PM","Programming Challenges & Coding Competitions of 2017 | HackerEarth","https://www.hackerearth.com/challenges/",0,2,3000068,2000001
872,"12/16/2017, 10:51:07 PM","12/16/2017 5:21:07 PM","Hackathon in Bengaluru, Karnataka, India | HackerEarth developer event | Unisys Hackathon 20/20","https://www.hackerearth.com/sprints/unisys-hackathon-2020/",0,1,3000069,2000001
870,"12/16/2017, 10:50:51 PM","12/16/2017 5:20:51 PM","Programming Challenges & Coding Competitions of 2017 | HackerEarth","https://www.hackerearth.com/login/?next=%2F",0,2,3000070,2000001
869,"12/16/2017, 10:49:56 PM","12/16/2017 5:19:56 PM","Log In | HackerEarth","https://www.hackerearth.com/password/reset/key/ddbd-4s1-492bb30f3dba5aaf77ce/?next=%2F",0,2,3000071,2000001
865,"12/16/2017, 10:49:38 PM","12/16/2017 5:19:38 PM","Please Reset Your Password, Sreeram! - sreeram2910@gmail.com - Gmail","https://mail.google.com/mail/u/0/#inbox/1606056790a5fa1f",0,1,3000072,2000001
864,"12/16/2017, 10:50:51 PM","12/16/2017 5:20:51 PM","Programming Challenges & Coding Competitions of 2017 | HackerEarth","https://www.hackerearth.com/",0,2,3000073,2000001
863,"12/16/2017, 10:48:33 PM","12/16/2017 5:18:33 PM","hackerearth - Google Search","https://www.google.co.in/search?q=hackerearth&oq=hackerearth&aqs=chrome..69i57j0l5.3294j0j7&sourceid=chrome&ie=UTF-8",0,1,3000074,2000001
862,"12/16/2017, 10:47:15 PM","12/16/2017 5:17:15 PM","Upcoming Events - AngelHack","https://angelhack.com/events",0,1,3000075,2000001
860,"12/16/2017, 10:46:53 PM","12/16/2017 5:16:53 PM","AngelHack - Host, Attend and Sponsor a Hackathon","https://angelhack.com/",0,1,3000076,2000001
859,"12/16/2017, 10:46:50 PM","12/16/2017 5:16:50 PM","angle hack - Google Search","https://www.google.co.in/search?q=angle+hack&oq=angle+hack+&aqs=chrome..69i57j0l5.2361j0j7&sourceid=chrome&ie=UTF-8",0,1,3000077,2000001
855,"12/16/2017, 10:42:57 PM","12/16/2017 5:12:57 PM","Prashadh Anand - Quora","https://www.quora.com/profile/Prashadh-Anand?__nsrc__=4",0,1,3000078,2000001
852,"12/16/2017, 10:42:53 PM","12/16/2017 5:12:53 PM","Prashadh Anand followed you on Quora - sreeram2910@gmail.com - Gmail","https://mail.google.com/mail/u/0/#inbox/160604c8ac0817af",0,1,3000079,2000001
844,"12/16/2017, 10:35:15 PM","12/16/2017 5:05:15 PM","DigitalOcean - ubuntu-512mb-sgp1-01","https://cloud.digitalocean.com/droplets/67688187/graphs?i=388eb7",0,3,3000080,2000001
851,"12/16/2017, 10:35:07 PM","12/16/2017 5:05:07 PM","","https://cloud.digitalocean.com/droplets/67688187/graphs?i=388eb7&period=day",0,1,3000081,2000001
846,"12/16/2017, 10:34:22 PM","12/16/2017 5:04:22 PM","Title","http://128.199.81.127:5000/",3,4,3000082,2000001
850,"12/16/2017, 10:33:46 PM","12/16/2017 5:03:46 PM","","http://128.199.81.127:5000/post_announcement",0,1,3000083,2000001
849,"12/16/2017, 10:32:46 PM","12/16/2017 5:02:46 PM","Admin Panel L&T","http://128.199.81.127:5000/admin",1,1,3000084,2000001
848,"12/16/2017, 10:32:33 PM","12/16/2017 5:02:33 PM","Title","http://128.199.81.127:5000/sddc",0,1,3000085,2000001
847,"12/16/2017, 10:32:26 PM","12/16/2017 5:02:26 PM","Title","http://128.199.81.127:5000/ese",0,1,3000086,2000001
845,"12/16/2017, 10:28:39 PM","12/16/2017 4:58:39 PM","DigitalOcean Droplet Console","https://cloud.digitalocean.com/droplets/67688187/console?no_layout=true&i=388eb7",0,1,3000087,2000001
843,"12/16/2017, 10:28:36 PM","12/16/2017 4:58:36 PM","DigitalOcean - Droplets","https://cloud.digitalocean.com/droplets?i=388eb7",0,4,3000088,2000001
842,"12/16/2017, 10:28:29 PM","12/16/2017 4:58:29 PM","DigitalOcean Control Panel","https://cloud.digitalocean.com/droplets",0,2,3000089,2000001
840,"12/16/2017, 10:28:03 PM","12/16/2017 4:58:03 PM","Please verify that it’s you - sreeram2910@gmail.com - Gmail","https://mail.google.com/mail/u/0/#inbox/1606042a91bb756d",0,1,3000090,2000001
839,"12/16/2017, 10:28:25 PM","12/16/2017 4:58:25 PM","DigitalOcean Control Panel","https://cloud.digitalocean.com/login/verify",0,2,3000091,2000001
837,"12/16/2017, 10:27:35 PM","12/16/2017 4:57:35 PM","DigitalOcean","https://cloud.digitalocean.com/login",0,1,3000092,2000001
836,"12/16/2017, 10:27:31 PM","12/16/2017 4:57:31 PM","DigitalOcean: Cloud computing designed for developers","https://www.digitalocean.com/",0,1,3000093,2000001
835,"12/16/2017, 10:27:27 PM","12/16/2017 4:57:27 PM","digital ocean - Google Search","https://www.google.co.in/search?q=digital+ocean&oq=dig&aqs=chrome.1.69i57j35i39l2j0l3.2594j0j7&sourceid=chrome&ie=UTF-8",0,1,3000094,2000001
815,"12/16/2017, 10:12:33 PM","12/16/2017 4:42:33 PM","Jupyter Notebook","http://localhost:8888/notebooks/Analysis/ED(3.csv).ipynb",0,2,3000095,2000001
814,"12/16/2017, 10:12:29 PM","12/16/2017 4:42:29 PM","Analysis/","http://localhost:8888/tree/Analysis",0,2,3000096,2000001
834,"12/16/2017, 10:10:29 PM","12/16/2017 4:40:29 PM","In 1952 London, 12,000 people died from smog — here's why that matters now - The Verge","https://www.theverge.com/2017/12/16/16778604/london-great-smog-1952-death-in-the-air-pollution-book-review-john-reginald-christie",0,2,3000097,2000001
833,"12/16/2017, 9:24:59 PM","12/16/2017 3:54:59 PM","python - Using iloc to set values - Cross Validated","https://stats.stackexchange.com/questions/283572/using-iloc-to-set-values",0,1,3000098,2000001
832,"12/16/2017, 9:24:55 PM","12/16/2017 3:54:55 PM","how to update the values in a dataframe in python with iloc - Google Search","https://www.google.co.in/search?q=how+to+update+the+values+in+a+dataframe+in+python+with+iloc&oq=how+to+update+the+values+in+a+dataframe+in+python+with+iloc&aqs=chrome..69i57.6937j0j7&sourceid=chrome&ie=UTF-8",0,1,3000099,2000001
831,"12/16/2017, 9:21:52 PM","12/16/2017 3:51:52 PM","python - Set value for particular cell in pandas DataFrame - Stack Overflow","https://stackoverflow.com/questions/13842088/set-value-for-particular-cell-in-pandas-dataframe",0,1,3000100,2000001
830,"12/16/2017, 9:21:48 PM","12/16/2017 3:51:48 PM","how to update the values in a dataframe in python - Google Search","https://www.google.co.in/search?q=how+to+update+the+values+in+a+dataframe+in+python&oq=how+to+update+the+values+in+a+dataframe+in+python&aqs=chrome..69i57.13769j0j7&sourceid=chrome&ie=UTF-8",0,1,3000101,2000001
827,"12/16/2017, 9:02:44 PM","12/16/2017 3:32:44 PM","how to change index values in pandas stackoverflow - Google Search","https://www.google.co.in/search?ei=RDw1WvbpHaSevQTFsbvoBw&q=how+to+change+index+values+in+pandas+stackoverflow&oq=how+to+change+index+values+in+pandas+stackoverflow&gs_l=psy-ab.3..33i160k1.9927.12903.0.13157.14.11.0.0.0.0.335.1272.0j2j2j1.5.0....0...1c.1.64.psy-ab..9.4.1074...33i22i29i30k1j33i13i21k1.0.a6EFDo1LheI",0,3,3000102,2000001
829,"12/16/2017, 9:02:41 PM","12/16/2017 3:32:41 PM","python - Convert a pandas column of int to timestamp datatype - Data Science Stack Exchange","https://datascience.stackexchange.com/questions/14645/convert-a-pandas-column-of-int-to-timestamp-datatype",0,1,3000103,2000001
828,"12/16/2017, 9:01:56 PM","12/16/2017 3:31:56 PM","python - change index value in pandas dataframe - Stack Overflow","https://stackoverflow.com/questions/39534129/change-index-value-in-pandas-dataframe",0,1,3000104,2000001
825,"12/16/2017, 9:01:39 PM","12/16/2017 3:31:39 PM","how to change index values in pandas - Google Search","https://www.google.co.in/search?ei=5Ds1WpvYIsbjvgSDiKj4CA&q=how+to+change+index+values+in+pandas&oq=how+to+change+index+values+in+pandas&gs_l=psy-ab.3..33i22i29i30k1l2.4617.10576.0.10774.29.23.0.4.4.0.459.3433.2-5j4j2.11.0....0...1c.1.64.psy-ab..14.15.3507...0j0i20i263k1j0i22i30k1.0.OntLKxz_HWk",0,2,3000105,2000001
826,"12/16/2017, 9:01:21 PM","12/16/2017 3:31:21 PM","pandas.DataFrame.reindex — pandas 0.21.1 documentation","https://pandas.pydata.org/pandas-docs/stable/generated/pandas.DataFrame.reindex.html",0,1,3000106,2000001
823,"12/16/2017, 9:01:05 PM","12/16/2017 3:31:05 PM","how to convert a normal column to index in dataframe - Google Search","https://www.google.co.in/search?q=how+to+convert+a+normal+column+to+index+in+dataframe&oq=how+to+convert+a+normal+column+to+index+in+dataframe&aqs=chrome..69i57.18955j0j7&sourceid=chrome&ie=UTF-8",0,2,3000107,2000001
824,"12/16/2017, 8:59:47 PM","12/16/2017 3:29:47 PM","python - How to convert pandas index in a dataframe to a column? - Stack Overflow","https://stackoverflow.com/questions/20461165/how-to-convert-pandas-index-in-a-dataframe-to-a-column",0,1,3000108,2000001
822,"12/16/2017, 8:20:18 PM","12/16/2017 2:50:18 PM","Sorting Rows In pandas Dataframes - Python","https://chrisalbon.com/python/pandas_sorting_rows_dataframe.html",0,1,3000109,2000001
820,"12/16/2017, 8:20:13 PM","12/16/2017 2:50:13 PM","how to sort a dataframe based on a column in python - Google Search","https://www.google.co.in/search?q=how+to+sort+a+dataframe+based+on+a+column+in+python&oq=how+to+sort+a+dataframe+based+on+a+column+in+python&aqs=chrome..69i57.8559j0j7&sourceid=chrome&ie=UTF-8",0,3,3000110,2000001
821,"12/16/2017, 8:15:47 PM","12/16/2017 2:45:47 PM","pandas.DataFrame.sort — pandas 0.19.2 documentation","http://pandas.pydata.org/pandas-docs/version/0.19/generated/pandas.DataFrame.sort.html",0,2,3000111,2000001
819,"12/16/2017, 8:07:40 PM","12/16/2017 2:37:40 PM","Jupyter Notebook","http://localhost:8888/notebooks/Analysis/ED(12.csv).ipynb",0,1,3000112,2000001
818,"12/16/2017, 8:07:01 PM","12/16/2017 2:37:01 PM","Reindexing pandas Series And Dataframes - Python","https://chrisalbon.com/python/pandas_dataframe_reindexing.html",0,1,3000113,2000001
816,"12/16/2017, 8:06:53 PM","12/16/2017 2:36:53 PM","how to reverse a dataframe in python - Google Search","https://www.google.co.in/search?q=how+to+reverse+a+dataframe+in+python&oq=how+to+reverse+a+dataframe+in+python&aqs=chrome.0.69i59j0j35i39j0l3.4916j0j7&sourceid=chrome&ie=UTF-8",0,2,3000114,2000001
817,"12/16/2017, 8:06:46 PM","12/16/2017 2:36:46 PM","pandas.DataFrame.transpose — pandas 0.21.1 documentation","https://pandas.pydata.org/pandas-docs/stable/generated/pandas.DataFrame.transpose.html",0,1,3000115,2000001
813,"12/16/2017, 7:41:15 PM","12/16/2017 2:11:15 PM","","https://www.google.co.in/search?q=firefox+nightly&source=lnms&tbm=isch&sa=X&ved=0ahUKEwjxsfb42o7YAhXMLY8KHW8XDBIQ_AUICygC&biw=1920&bih=942#imgrc=SFqoJMbekS22jM:",0,1,3000116,2000001
812,"12/16/2017, 7:40:55 PM","12/16/2017 2:10:55 PM","","https://www.google.co.in/search?q=firefox+nightly&source=lnms&tbm=isch&sa=X&ved=0ahUKEwjxsfb42o7YAhXMLY8KHW8XDBIQ_AUICygC&biw=1920&bih=942#imgrc=FN9-gziVHABPyM:",0,1,3000117,2000001
811,"12/16/2017, 7:40:53 PM","12/16/2017 2:10:53 PM","firefox nightly - Google Search","https://www.google.co.in/search?q=firefox+nightly&source=lnms&tbm=isch&sa=X&ved=0ahUKEwjxsfb42o7YAhXMLY8KHW8XDBIQ_AUICygC&biw=1920&bih=942",0,1,3000118,2000001
810,"12/16/2017, 7:40:48 PM","12/16/2017 2:10:48 PM","firefox nightly - Google Search","https://www.google.co.in/search?q=firefox+nightly&oq=firefox+ni&aqs=chrome.0.0l2j69i57j0l3.4111j0j4&sourceid=chrome&ie=UTF-8",0,1,3000119,2000001
809,"12/16/2017, 6:36:20 PM","12/16/2017 1:06:20 PM","Six ways to reverse pandas dataframe - Erik Marsja","https://www.marsja.se/six-ways-to-reverse-pandas-dataframe/",0,1,3000120,2000001
