"id","lastVisitTimeLocal","lastVisitTimeUTC","title","url","typedCount","visitCount",""[]"_id","<ROOT>_id"
1116,"12/19/2017, 2:40:57 PM","12/19/2017 9:10:57 AM","","https://www.instagram.com/p/BczOM3fBNYT/?explore=true",0,2,3000022,2000001
185,"12/19/2017, 2:40:51 PM","12/19/2017 9:10:51 AM","Instagram","https://www.instagram.com/explore/",2,24,3000023,2000001
65,"12/19/2017, 2:40:50 PM","12/19/2017 9:10:50 AM","QuickSort - GeeksforGeeks","http://www.geeksforgeeks.org/quick-sort/",0,2,3000024,2000001
1113,"12/19/2017, 2:40:44 PM","12/19/2017 9:10:44 AM","Find Length of a Linked List (Iterative and Recursive) - GeeksforGeeks","http://www.geeksforgeeks.org/find-length-of-a-linked-list-iterative-and-recursive/",0,1,3000025,2000001
1110,"12/19/2017, 2:40:37 PM","12/19/2017 9:10:37 AM","Gajar Ka Achar Recipe (Carrot Pickle) | VegeCravings","http://vegecravings.com/gajar-ka-achar-carrot-pickle-recipe/",0,1,3000026,2000001
1088,"12/19/2017, 2:40:27 PM","12/19/2017 9:10:27 AM","Mammy Two Shoes - Wikipedia","https://en.wikipedia.org/wiki/Mammy_Two_Shoes",0,1,3000027,2000001
1109,"12/19/2017, 2:40:13 PM","12/19/2017 9:10:13 AM","www.hotstar.com/movies/thuppakki/1000035948/watch","http://www.hotstar.com/movies/thuppakki/1000035948/watch",0,1,3000028,2000001
1108,"12/19/2017, 2:40:08 PM","12/19/2017 9:10:08 AM","www.hotstar.com/movies/thuppakki/1000035948","http://www.hotstar.com/movies/thuppakki/1000035948",0,1,3000029,2000001
1107,"12/19/2017, 2:39:12 PM","12/19/2017 9:09:12 AM","Avengers: Infinity War - Wikipedia","https://en.wikipedia.org/wiki/Avengers:_Infinity_War",0,1,3000030,2000001
1106,"12/19/2017, 2:39:04 PM","12/19/2017 9:09:04 AM","avengers infinity war - Google Search","https://www.google.co.in/search?q=avengers+infinity+war&oq=avengers+&aqs=chrome.1.69i57j0l5.3422j0j7&sourceid=chrome&ie=UTF-8",0,1,3000031,2000001
1105,"12/19/2017, 2:37:37 PM","12/19/2017 9:07:37 AM","Dry Kachori Recipe - Crispy Kachori Stuffed with Spicy Dry Masala","http://foodviva.com/snacks-recipes/dry-kachori-recipe/",0,1,3000032,2000001
1104,"12/19/2017, 2:37:21 PM","12/19/2017 9:07:21 AM","kachori masala - Google Search","https://www.google.co.in/search?q=kachori+masala&oq=kachori&aqs=chrome.1.69i57j0l5.3340j0j7&sourceid=chrome&ie=UTF-8",0,1,3000033,2000001
1098,"12/19/2017, 2:37:11 PM","12/19/2017 9:07:11 AM","Cricket: India's ODI Series Report Card","http://www.hotstar.com/sports/cricket",0,2,3000034,2000001
1103,"12/19/2017, 2:37:07 PM","12/19/2017 9:07:07 AM","www.hotstar.com/sports/cricket/series/indias-odi-series-report-card/2001606567","http://www.hotstar.com/sports/cricket/series/indias-odi-series-report-card/2001606567",0,1,3000035,2000001
1099,"12/19/2017, 2:36:58 PM","12/19/2017 9:06:58 AM","Judwaa 2 full movie on hotstar.com","http://www.hotstar.com/",0,2,3000036,2000001
1100,"12/19/2017, 2:36:50 PM","12/19/2017 9:06:50 AM","hotstar - Watch TV Shows, Movies & Live Cricket Matches Online","http://www.hotstar.com/movies/judwaa-2/1770016732",0,2,3000037,2000001
1102,"12/19/2017, 2:36:43 PM","12/19/2017 9:06:43 AM","Sign In to hotstar","https://www.hotstar.com/subscribe/get-started?returnURL=http:%2F%2Fwww.hotstar.com%2Fmovies%2Fjudwaa-2%2F1770016732%2Fwatch&web=true",0,1,3000038,2000001
1097,"12/19/2017, 2:35:58 PM","12/19/2017 9:05:58 AM","India emerging as leading global power: US security policy | World News | Inshorts","https://www.inshorts.com/news/india-emerging-as-leading-global-power-us-security-policy-1513670049896",0,1,3000039,2000001
1093,"12/19/2017, 2:35:54 PM","12/19/2017 9:05:54 AM","Breaking News Headlines: Read All News Updates in English | Inshorts","https://www.inshorts.com/en/read",0,2,3000040,2000001
1095,"12/19/2017, 2:35:43 PM","12/19/2017 9:05:43 AM","Goa became part of India 14 years after Independence | Nio News | Inshorts","https://www.inshorts.com/news/goa-became-part-of-india-14-years-after-independence-1513663913573",0,1,3000041,2000001
1092,"12/19/2017, 2:35:33 PM","12/19/2017 9:05:33 AM","Inshorts, news in 60 words !","https://www.inshorts.com/",0,1,3000042,2000001
1091,"12/19/2017, 2:35:28 PM","12/19/2017 9:05:28 AM","inshorts - Google Search","https://www.google.co.in/search?q=inshorts&oq=inshorts&aqs=chrome.0.0l6.4810j0j7&sourceid=chrome&ie=UTF-8",0,1,3000043,2000001
1090,"12/19/2017, 2:35:21 PM","12/19/2017 9:05:21 AM","star sports - Google Search","https://www.google.co.in/search?q=star+sports&oq=star+sports&aqs=chrome..69i57j69i65l3j69i60j69i59.1891j0j7&sourceid=chrome&ie=UTF-8",0,1,3000044,2000001
1089,"12/19/2017, 2:35:18 PM","12/19/2017 9:05:18 AM","hotstar - Google Search","https://www.google.co.in/search?q=hotstar&oq=hotstar&aqs=chrome..69i57j0l5.1847j0j7&sourceid=chrome&ie=UTF-8",0,1,3000045,2000001
1084,"12/19/2017, 2:33:39 PM","12/19/2017 9:03:39 AM","How to Put On a Condom | Follow Easy Instructions","https://www.plannedparenthood.org/learn/birth-control/condom/how-to-put-a-condom-on",0,1,3000046,2000001
1083,"12/19/2017, 2:33:34 PM","12/19/2017 9:03:34 AM","Tom and Jerry - Wikipedia","https://en.wikipedia.org/wiki/Tom_and_Jerry",0,1,3000047,2000001
1082,"12/19/2017, 2:33:30 PM","12/19/2017 9:03:30 AM","how to wear a condom - Google Search","https://www.google.co.in/search?q=how+to+wear+a+condom&oq=how+to+wear+a+condom&aqs=chrome..69i57j0l5.6237j0j7&sourceid=chrome&ie=UTF-8",0,1,3000048,2000001
1081,"12/19/2017, 2:33:22 PM","12/19/2017 9:03:22 AM","tom and jerry - Google Search","https://www.google.co.in/search?q=tom+and+jerry&oq=tom+and+jerry&aqs=chrome.0.0l6.2730j0j7&sourceid=chrome&ie=UTF-8",0,1,3000049,2000001
1074,"12/19/2017, 2:33:13 PM","12/19/2017 9:03:13 AM","C Programming Language - GeeksforGeeks","http://www.geeksforgeeks.org/c/",0,2,3000050,2000001
1080,"12/19/2017, 2:32:58 PM","12/19/2017 9:02:58 AM","Sprouted Moong Dal Salad Recipe | VegeCravings","http://vegecravings.com/sprouted-moong-dal-salad-recipe/",0,1,3000051,2000001
1079,"12/19/2017, 2:32:44 PM","12/19/2017 9:02:44 AM","","https://www.instagram.com/p/Bc34PgenPAs/?explore=true",0,2,3000052,2000001
1078,"12/19/2017, 2:32:26 PM","12/19/2017 9:02:26 AM","Continue Statement in C/C++ - GeeksforGeeks","http://www.geeksforgeeks.org/continue-statement-cpp/",0,1,3000053,2000001
1077,"12/19/2017, 2:32:19 PM","12/19/2017 9:02:19 AM","","http://www.geeksforgeeks.org/c/#ControlStatements",0,1,3000054,2000001
1075,"12/19/2017, 2:31:54 PM","12/19/2017 9:01:54 AM","paneeer butter masala - Google Search","https://www.google.co.in/search?q=paneeer+butter+masala&oq=paneeer+butter+masala&aqs=chrome..69i57j0l5.6648j0j7&sourceid=chrome&ie=UTF-8",0,1,3000055,2000001
