"id","lastVisitTimeLocal","lastVisitTimeUTC","title","url","typedCount","visitCount",""[]"_id","<ROOT>_id"
60,"1/17/2018, 9:29:35 PM","1/17/2018 3:59:35 PM","Zomato","https://www.zomato.com/ncr",0,1,3000036,2000001
59,"1/17/2018, 9:29:14 PM","1/17/2018 3:59:14 PM","Best Restaurants in India - Zomato","https://www.zomato.com/india",0,1,3000037,2000001
58,"1/17/2018, 9:29:11 PM","1/17/2018 3:59:11 PM","zomoto - Google Search","https://www.google.co.in/search?q=zomoto&oq=zomoto&aqs=chrome..69i57j0l5.1592j0j7&sourceid=chrome&ie=UTF-8",0,1,3000038,2000001
57,"1/17/2018, 9:29:07 PM","1/17/2018 3:59:07 PM","tech crunch - Google Search","https://www.google.co.in/search?q=tech+crunch&oq=tech+crunch&aqs=chrome..69i57j0l5.2737j0j7&sourceid=chrome&ie=UTF-8",0,1,3000039,2000001
45,"1/17/2018, 9:28:32 PM","1/17/2018 3:58:32 PM","(1) Facebook","https://www.facebook.com/",0,4,3000040,2000001
56,"1/17/2018, 9:28:04 PM","1/17/2018 3:58:04 PM","","https://www.facebook.com/photo.php?fbid=924044441082453&set=a.103989873087918.9637.100004307168244&type=3&theater",0,1,3000041,2000001
55,"1/17/2018, 9:27:42 PM","1/17/2018 3:57:42 PM","Ride-sharing - The Verge","https://www.theverge.com/ride-sharing",0,2,3000042,2000001
54,"1/17/2018, 9:27:19 PM","1/17/2018 3:57:19 PM","The Verge","https://www.theverge.com/",0,1,3000043,2000001
51,"1/17/2018, 9:22:21 PM","1/17/2018 3:52:21 PM","Program for array rotation - GeeksforGeeks","https://www.geeksforgeeks.org/array-rotation/",0,1,3000044,2000001
50,"1/17/2018, 9:22:08 PM","1/17/2018 3:52:08 PM","","https://www.geeksforgeeks.org/array-data-structure/#introduction",0,1,3000045,2000001
